,Date,Open,High,Low,Close,Adj Close,Volume,ret,fwd_ret5,fwd_ret5,x2,new_column
0,2022-06-14,15674.25,15858.0,15659.450195,15732.099609,15732.099609,225400,-0.012804230343902323,-0.04829198206891272,-0.04829198206891272,1.7455035010190114,-0.03889003476848765
1,2022-06-15,15729.25,15783.650391,15678.900391,15692.150391,15692.150391,183000,0.0035089398216821,-0.04526261107621554,-0.04526261107621554,2.5815768640125185,0.0665251332197871
2,2022-06-16,15832.25,15863.150391,15335.099609,15360.599609,15360.599609,264700,0.0065483096778296,-0.026537358582138126,-0.026537358582138126,1.894950613039594,-0.016882730446506476
3,2022-06-17,15272.650391,15400.400391,15183.400391,15293.5,15293.5,342600,-0.03534555157984498,-0.06210408358473862,-0.06210408358473862,1.6848270359607393,-0.04856796867311711
4,2022-06-20,15334.5,15382.5,15191.099609,15350.150391,15350.150391,260000,0.004049697165624089,-0.034202368228691604,-0.034202368228691604,2.1585720745599373,0.015069703025106844
5,2022-06-21,15455.950195,15707.25,15419.849609,15638.799805,15638.799805,262800,0.007920062277870121,-0.013927288705998686,-0.013927288705998686,2.838696973996611,0.1034792432702512
6,2022-06-22,15545.650391,15565.400391,15385.950195,15413.299805,15413.299805,220900,0.005803602811105035,-0.01167249608214005,-0.01167249608214005,1.860024077435272,-0.019050050180454
7,2022-06-23,15451.549805,15628.450195,15367.5,15556.650391,15556.650391,259200,-0.006053177810719124,-0.024045868085711075,-0.024045868085711075,2.1818276936966257,0.01950438252613093
8,2022-06-24,15657.400391,15749.25,15619.450195,15699.25,15699.25,219600,0.013322326148370367,0.02519209110075149,0.02519209110075149,2.1914645631090313,0.028059300335163597
9,2022-06-27,15926.200195,15927.450195,15815.5,15832.049805,15832.049805,210900,0.017167588315267768,0.03858620724510087,0.03858620724510087,2.3976208896366438,0.055938877456335044
10,2022-06-28,15757.450195,15892.099609,15710.150391,15850.200195,15850.200195,251900,-0.010595747757395357,0.019507050436636142,0.019507050436636142,1.5446953142781794,-0.05398619754298972
11,2022-06-29,15701.700195,15861.599609,15687.799805,15799.099609,15799.099609,444900,-0.003538008961480932,0.010038165022052903,0.010038165022052903,2.1675424376852033,0.02279545427915049
12,2022-06-30,15774.5,15890.0,15728.849609,15780.25,15780.25,306000,0.004636428163568018,0.020900828659627058,0.020900828659627058,2.2298130902536584,0.03223354491424433
13,2022-07-01,15703.700195,15793.950195,15511.049805,15752.049805,15752.049805,364100,-0.004488244001394692,0.0029570556314453267,0.0029570556314453267,1.8923905507942778,-0.01280429788246014
14,2022-07-04,15710.5,15852.349609,15661.799805,15835.349609,15835.349609,304300,0.0004330065472191169,-0.013543732488539129,-0.013543732488539129,1.509622810562247,-0.06331966146831089
15,2022-07-05,15909.150391,16025.75,15785.450195,15810.849609,15810.849609,254200,0.012644434677445027,0.009627204536438061,0.009627204536438061,2.2832765278164615,0.03726376839057433
16,2022-07-06,15818.200195,16011.349609,15800.900391,15989.799805,15989.799805,288400,-0.00571684808834616,0.007419578679581429,0.007419578679581429,1.2776726666819997,-0.0893122039787993
17,2022-07-07,16113.75,16150.5,16045.950195,16132.900391,16132.900391,264600,0.018684161368334617,0.021506228406605654,0.021506228406605654,2.471901666209576,0.06271641142696405
18,2022-07-08,16273.650391,16275.5,16157.900391,16220.599609,16220.599609,281100,0.009923226499107818,0.036294006439416826,0.036294006439416826,2.723060097133204,0.09645359287996401
19,2022-07-11,16136.150391,16248.549805,16115.5,16216.0,16216.0,255900,-0.00844924136234626,0.02709337010279733,0.02709337010279733,2.2701945898449596,0.038226937193916136
20,2022-07-12,16126.200195,16158.75,16031.150391,16058.299805,16058.299805,208600,-0.000616640013813341,0.013643079527539514,0.013643079527539514,2.8204160665860005,0.10529701217001756
21,2022-07-13,16128.200195,16140.0,15950.150391,15966.650391,15966.650391,233300,0.00012402177672465875,0.01959767838176618,0.01959767838176618,2.113045774759836,0.01737981390128556
22,2022-07-14,16018.849609,16070.849609,15858.200195,15938.650391,15938.650391,228600,-0.006780086102471605,-0.005889404452718905,-0.005889404452718905,2.3861919824268307,0.047869405059238763
23,2022-07-15,16010.799805,16066.950195,15927.299805,16049.200195,16049.200195,205800,-0.0005025207300453083,-0.01615191304253194,-0.01615191304253194,2.6426275629066094,0.07853221854039692
24,2022-07-18,16151.400391,16287.950195,16142.200195,16278.5,16278.5,227700,0.008781609145852354,0.0009450829120001281,0.0009450829120001281,2.6743109937961087,0.08506030067632052
25,2022-07-19,16187.049805,16359.5,16187.049805,16340.549805,16340.549805,222600,0.002207202665836183,0.0037733383725986336,0.0037733383725986336,2.173472706098299,0.02260540285724285
26,2022-07-20,16562.800781,16588.0,16490.949219,16520.849609,16520.849609,284400,0.023213061090596954,0.0269466264521403,0.0269466264521403,2.2133832478829505,0.031072773385625904
27,2022-07-21,16523.550781,16626.949219,16483.900391,16605.25,16605.25,243600,-0.0023697682849042057,0.03150670518290166,0.03150670518290166,1.0315911541293388,-0.11661284733574581
28,2022-07-22,16661.25,16752.25,16610.900391,16719.449219,16719.449219,190900,0.008333512622379802,0.04062571532478154,0.04062571532478154,2.0437086645079567,0.011811875014940113
29,2022-07-25,16662.550781,16706.050781,16564.25,16631.0,16631.0,211400,7.807223347588987e-05,0.0316474347502913,0.0316474347502913,1.3672150138105112,-0.07445658635078237
30,2022-07-26,16632.900391,16636.099609,16463.300781,16483.849609,16483.849609,208200,-0.0017794628439369298,0.027543659367890605,0.027543659367890605,2.1888384712335722,0.02808040787725698
31,2022-07-27,16475.349609,16653.449219,16438.75,16641.800781,16641.800781,185200,-0.00947223745085668,-0.005279974876007731,-0.005279974876007731,2.229656875966945,0.028308410555494306
32,2022-07-28,16774.849609,16947.650391,16746.25,16929.599609,16929.599609,376300,0.01817867341864421,0.015208524567792203,0.015208524567792203,2.167236693376907,0.02352835883789517
33,2022-07-29,17079.5,17172.800781,17018.150391,17158.25,17158.25,436100,0.018161139926795355,0.02510315852652112,0.02510315852652112,1.3735245431796548,-0.07464071107245467
34,2022-08-01,17243.199219,17356.25,17154.800781,17340.050781,17340.050781,381500,0.009584543985479588,0.03484751198250513,0.03484751198250513,2.1971230337857737,0.030210030330079643
35,2022-08-02,17310.150391,17390.150391,17215.849609,17345.449219,17345.449219,333600,0.003882758132622399,0.0407174926849474,0.0407174926849474,1.7982376158747344,-0.0189916362514063
36,2022-08-03,17349.25,17407.5,17225.849609,17388.150391,17388.150391,285400,0.0022587677239551684,0.05304290420171798,0.05304290420171798,2.2999247871900614,0.04583038212804377
37,2022-08-04,17463.099609,17490.699219,17161.25,17382.0,17382.0,325000,0.006562220787642126,0.041028683776141994,0.041028683776141994,1.2768089895015686,-0.08440699270865377
38,2022-08-05,17423.650391,17474.400391,17348.75,17397.5,17397.5,355300,-0.002259004351075844,0.02014991018472423,0.02014991018472423,1.520906168348242,-0.05687686259057717
39,2022-08-08,17401.5,17548.800781,17359.75,17525.099609,17525.099609,257000,-0.0012712830263995611,0.009180476255564729,0.009180476255564729,1.2853734188593662,-0.08808274551014313
40,2022-08-10,17566.099609,17566.099609,17442.800781,17534.75,17534.75,312700,0.009458932218487037,0.014786077083020377,0.014786077083020377,2.3116748844818167,0.0415985618673116
41,2022-08-11,17711.650391,17719.300781,17631.949219,17659.0,17659.0,311200,0.00828589073498276,0.020888533567733347,0.020888533567733347,1.7219796813038133,-0.031523281552060335
42,2022-08-12,17659.650391,17724.650391,17597.849609,17698.150391,17698.150391,303900,-0.00293592064274395,0.011255205914229682,0.011255205914229682,2.208314654033735,0.02809567780740009
43,2022-08-16,17797.199219,17839.099609,17764.050781,17825.25,17825.25,0,0.007788876051028737,0.021439182927645906,0.021439182927645906,2.2013555378753513,0.02874120392922871
44,2022-08-17,17868.150391,17965.949219,17833.349609,17944.25,17944.25,262800,0.003986648186994124,0.026816676206074197,0.026816676206074197,2.4357012294897973,0.05896388185809018
45,2022-08-18,17898.650391,17968.449219,17852.050781,17956.5,17956.5,263900,0.001706947800000691,0.018931395665638506,0.018931395665638506,1.314047455209597,-0.08302832351497336
46,2022-08-19,17966.550781,17992.199219,17710.75,17758.449219,17758.449219,295600,0.003793603904020948,0.014391679170086213,0.014391679170086213,1.7632448683314375,-0.027311889676106295
47,2022-08-22,17682.900391,17690.050781,17467.349609,17490.699219,17490.699219,287600,-0.015787693111354972,0.0013165606048377576,0.0013165606048377576,2.2795539711600434,0.035556686259965824
48,2022-08-23,17357.349609,17625.550781,17345.199219,17577.5,17577.5,285600,-0.018410485542614485,-0.024714541012184732,-0.024714541012184732,1.1595726977338323,-0.10893245193492423
49,2022-08-24,17525.449219,17623.650391,17499.25,17604.949219,17604.949219,262000,0.009684635833620447,-0.019179443003379704,-0.019179443003379704,2.6190690394400056,0.07512297598143865
50,2022-08-25,17679.0,17726.5,17487.449219,17522.449219,17522.449219,230200,0.008761588880331406,-0.012271896830302165,-0.012271896830302165,2.9567685886179147,0.11854926572825003
