Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,ret,fwd_ret5,fwd_ret5.1,x2,new_column
206,2023-04-13,17807.300781,17842.150391,17729.650391,17828.0,17828.0,285800,0.0026886941335861,0.0220981146428067,0.0220981146428067,2.595234749046143,0.0782883265294807
207,2023-04-17,17863.0,17863.0,17574.050781,17706.849609,17706.849609,357400,0.0031278866845123,0.0187722832315755,0.0187722832315755,2.3085240325251117,0.041797636580739
208,2023-04-18,17766.599609,17766.599609,17610.199219,17660.150391,17660.150391,258900,-0.0053966517942114,0.007468101042817,0.007468101042817,2.369350495504855,0.0477476787648385
209,2023-04-19,17653.349609,17666.150391,17579.849609,17618.75,17618.75,281500,-0.0063743204942059,-0.0029060576640441,-0.0029060576640441,1.841289994280824,-0.0200942515873742
210,2023-04-20,17638.599609,17684.449219,17584.349609,17624.449219,17624.449219,215100,-0.0008355354834461,-0.0068104860022361,-0.0068104860022361,2.107126997100071,0.0126973127712959
211,2023-04-21,17639.75,17663.199219,17553.949219,17624.050781,17624.050781,230200,6.522008693998771e-05,-0.0094091060212098,-0.0094091060212098,1.8223323752426976,-0.0234443428713014
212,2023-04-24,17707.550781,17754.5,17612.5,17743.400391,17743.400391,255700,0.0038436361626441,-0.0087023019089738,-0.0087023019089738,1.558221675344856,-0.0564961875294568
213,2023-04-25,17761.550781,17807.449219,17716.849609,17769.25,17769.25,297400,0.0030495465277977,-0.0002841752564425,-0.0002841752564425,1.7105353516233863,-0.0361184783859698
214,2023-04-26,17767.300781,17827.75,17711.199219,17813.599609,17813.599609,233000,0.000323732993301,0.0064549320397475,0.0064549320397475,1.6866132894920722,-0.0381164221035379
215,2023-04-27,17813.099609,17931.599609,17797.900391,17915.050781,17915.050781,241400,0.0025777031955791,0.0098930756334512,0.0098930756334512,2.07360657535152,0.0109808090019199
216,2023-04-28,17950.400391,18089.150391,17885.300781,18065.0,18065.0,290300,0.0077078546133895,0.017610815969614,0.017610815969614,2.744255705250687,0.096327489816011
217,2023-05-02,18124.800781,18180.25,18101.75,18147.650391,18147.650391,265200,0.009715682447253,0.0235633942356221,0.0235633942356221,1.529739257252401,-0.0552587223590991
218,2023-05-03,18113.800781,18116.349609,18042.400391,18089.849609,18089.849609,226200,-0.000606903222436,0.0198321646765671,0.0198321646765671,2.0169169880756064,0.0053464852739418
219,2023-05-04,18081.0,18267.449219,18066.699219,18255.800781,18255.800781,226600,-0.0018108171441527,0.01765598629002,0.01765598629002,1.9875956815351603,0.0013407653435831
220,2023-05-05,18117.300781,18216.949219,18055.449219,18069.0,18069.0,239700,0.0020076755157347,0.0170773856699428,0.0170773856699428,2.40078183981537,0.053127133437507
221,2023-05-08,18120.599609,18286.949219,18100.300781,18264.400391,18264.400391,228400,0.0001820816489097,0.0094816390884147,0.0094816390884147,2.4087260076989723,0.0529913731953179
222,2023-05-09,18303.400391,18344.199219,18229.650391,18265.949219,18265.949219,245400,0.0100880095551145,0.0098538798940741,0.0098538798940741,1.9340036932450464,-0.0065512198850244
223,2023-05-10,18313.599609,18326.75,18211.949219,18315.099609,18315.099609,220500,0.000557230775819,0.0110301990408094,0.0110301990408094,2.811317962232626,0.1037650311496155
224,2023-05-11,18357.800781,18389.699219,18270.400391,18297.0,18297.0,248900,0.0024135709496606,0.0153089309772691,0.0153089309772691,1.618878903989263,-0.0452992126715993
225,2023-05-12,18273.75,18342.75,18194.550781,18314.800781,18314.800781,241700,-0.0045784776729352,0.0086353492107427,0.0086353492107427,1.866119050462912,-0.0152554443513831
226,2023-05-15,18339.300781,18458.900391,18287.900391,18398.849609,18398.849609,216100,0.0035871554005062,0.0120692017217454,0.0120692017217454,2.1082346014456577,0.0156527432786598
227,2023-05-16,18432.349609,18432.349609,18264.349609,18286.5,18286.5,219500,0.0050737391305779,0.007045096279673,0.007045096279673,2.7005405416907204,0.089263209856782
228,2023-05-17,18300.449219,18309.0,18115.349609,18181.75,18181.75,229900,-0.0071559184150673,-0.0007180669164318,-0.0007180669164318,3.035207265782201,0.1301202454361329
229,2023-05-18,18287.5,18297.199219,18104.849609,18129.949219,18129.949219,272100,-0.0007075902260669,-0.0038294772799126,-0.0038294772799126,1.6235786893770192,-0.0475641599818201
230,2023-05-19,18186.150391,18218.099609,18060.400391,18203.400391,18203.400391,260900,-0.0055420155297334,-0.0047937401463848,-0.0047937401463848,1.1703438385567846,-0.1046085227676562
231,2023-05-22,18201.099609,18335.25,18178.849609,18314.400391,18314.400391,262600,0.0008220111281713,-0.0075357928663878,-0.0075357928663878,1.939093082894344,-0.0085063873506599
232,2023-05-23,18362.900391,18419.75,18324.199219,18348.0,18348.0,270400,0.0088896157636537,-0.0037677897540577,-0.0037677897540577,2.296985263922903,0.0369866069697037
233,2023-05-24,18294.800781,18392.599609,18262.949219,18285.400391,18285.400391,232600,-0.0037085432339095,-0.0003086502376199,-0.0003086502376199,0.7490723959828127,-0.1568271919628537
234,2023-05-25,18268.900391,18338.099609,18202.400391,18321.150391,18321.150391,235900,-0.001415724079756,-0.0010170667942583,-0.0010170667942583,2.7197256313990628,0.0904690923462686
235,2023-05-26,18368.349609,18508.550781,18333.150391,18499.349609,18499.349609,198700,0.0054436345850894,0.0100185698502839,0.0100185698502839,1.5067958209765726,-0.0601596628937909
236,2023-05-29,18619.150391,18641.199219,18581.25,18598.650391,18598.650391,265300,0.0136539638747463,0.0229684354781116,0.0229684354781116,2.289472207068344,0.0400317721353633
237,2023-05-30,18606.650391,18662.449219,18575.5,18633.849609,18633.849609,234400,-0.0006713517930464,0.013274046844989,0.013274046844989,2.1059367244704057,0.0155439934598443
238,2023-05-31,18594.199219,18603.900391,18483.849609,18534.400391,18534.400391,696500,-0.000669178586062,0.0163652199105079,0.0163652199105079,1.7211012949794289,-0.032308322464913
239,2023-06-01,18579.400391,18580.300781,18464.550781,18487.75,18487.75,265600,-0.0007958841263181,0.0169960968287377,0.0169960968287377,1.515042321382,-0.0580834985255076
240,2023-06-02,18550.849609,18573.699219,18478.400391,18534.099609,18534.099609,270900,-0.0015366901729416,0.0099355687301694,0.0099355687301694,2.09797654105592,0.0140466295244214
241,2023-06-05,18612.0,18640.150391,18582.800781,18593.849609,18593.849609,256100,0.0032963660580986,-0.0003840342255065,-0.0003840342255065,1.490003879188562,-0.06381958471855
242,2023-06-06,18600.800781,18622.75,18531.599609,18599.0,18599.0,0,-0.0006017203417149,-0.0003143827543955,-0.0003143827543955,2.192684544390512,0.0244075310316683
