Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,ret,fwd_ret5,fwd_ret5.1,x2,new_column
0,2022-06-14,15674.25,15858.0,15659.450195,15732.099609,15732.099609,225400,-0.0128042303439023,-0.0482919820689127,-0.0482919820689127,1.7455035010190114,-0.0388900347684876
1,2022-06-15,15729.25,15783.650391,15678.900391,15692.150391,15692.150391,183000,0.0035089398216821,-0.0452626110762155,-0.0452626110762155,2.5815768640125185,0.0665251332197871
2,2022-06-16,15832.25,15863.150391,15335.099609,15360.599609,15360.599609,264700,0.0065483096778296,-0.0265373585821381,-0.0265373585821381,1.894950613039594,-0.0168827304465064
3,2022-06-17,15272.650391,15400.400391,15183.400391,15293.5,15293.5,342600,-0.0353455515798449,-0.0621040835847386,-0.0621040835847386,1.6848270359607391,-0.0485679686731171
4,2022-06-20,15334.5,15382.5,15191.099609,15350.150391,15350.150391,260000,0.004049697165624,-0.0342023682286916,-0.0342023682286916,2.1585720745599373,0.0150697030251068
5,2022-06-21,15455.950195,15707.25,15419.849609,15638.799805,15638.799805,262800,0.0079200622778701,-0.0139272887059986,-0.0139272887059986,2.838696973996611,0.1034792432702512
6,2022-06-22,15545.650391,15565.400391,15385.950195,15413.299805,15413.299805,220900,0.005803602811105,-0.01167249608214,-0.01167249608214,1.860024077435272,-0.019050050180454
7,2022-06-23,15451.549805,15628.450195,15367.5,15556.650391,15556.650391,259200,-0.0060531778107191,-0.024045868085711,-0.024045868085711,2.1818276936966257,0.0195043825261309
8,2022-06-24,15657.400391,15749.25,15619.450195,15699.25,15699.25,219600,0.0133223261483703,0.0251920911007514,0.0251920911007514,2.1914645631090317,0.0280593003351635
9,2022-06-27,15926.200195,15927.450195,15815.5,15832.049805,15832.049805,210900,0.0171675883152677,0.0385862072451008,0.0385862072451008,2.397620889636644,0.055938877456335
10,2022-06-28,15757.450195,15892.099609,15710.150391,15850.200195,15850.200195,251900,-0.0105957477573953,0.0195070504366361,0.0195070504366361,1.5446953142781794,-0.0539861975429897
11,2022-06-29,15701.700195,15861.599609,15687.799805,15799.099609,15799.099609,444900,-0.0035380089614809,0.0100381650220529,0.0100381650220529,2.1675424376852037,0.0227954542791504
12,2022-06-30,15774.5,15890.0,15728.849609,15780.25,15780.25,306000,0.004636428163568,0.020900828659627,0.020900828659627,2.2298130902536584,0.0322335449142443
13,2022-07-01,15703.700195,15793.950195,15511.049805,15752.049805,15752.049805,364100,-0.0044882440013946,0.0029570556314453,0.0029570556314453,1.8923905507942775,-0.0128042978824601
14,2022-07-04,15710.5,15852.349609,15661.799805,15835.349609,15835.349609,304300,0.0004330065472191,-0.0135437324885391,-0.0135437324885391,1.509622810562247,-0.0633196614683108
15,2022-07-05,15909.150391,16025.75,15785.450195,15810.849609,15810.849609,254200,0.012644434677445,0.009627204536438,0.009627204536438,2.283276527816461,0.0372637683905743
