,Date,Open,High,Low,Close,Adj Close,Volume,ret,fwd_ret5,fwd_ret5,x2,new_column
0,2023-06-27,43804.550781,44194.648438,43693.148438,44121.5,44121.5,137300,0.0020542444140707605,0.004747973138211403,0.004747973138211403,1.828461145010942,-0.0596184914504797
1,2023-06-28,44419.5,44508.398438,44163.199219,44327.800781,44327.800781,243800,0.014038477921493264,0.011962837644117652,0.011962837644117652,2.7026553474964063,0.19357537451247986
2,2023-06-30,44666.0,44787.101563,44447.199219,44747.351563,44747.351563,191300,0.0055493645808710745,0.01803311251370121,0.01803311251370121,1.8264242317899404,-0.031244284006452967
3,2023-07-03,44957.949219,45353.199219,44882.101563,45158.101563,45158.101563,228200,0.006536274101106132,0.030162679848028784,0.030162679848028784,1.746108621181189,-0.026651484770300087
4,2023-07-04,45310.550781,45655.5,45000.25,45301.449219,45301.449219,463000,0.007842919175036211,0.03650485890917832,0.03650485890917832,2.953059620945918,0.3150390101011006
5,2023-07-05,45169.699219,45418.898438,45073.398438,45151.800781,45151.800781,366300,-0.00310858198746633,0.031164534589683157,0.031164534589683157,2.9888723157940236,0.31313968071528087
6,2023-07-06,45060.550781,45417.5,45042.601563,45339.898438,45339.898438,244900,-0.002416408342035048,0.014431742387915225,0.014431742387915225,1.8347706858081598,-0.03681864004902377
7,2023-07-07,45118.050781,45227.25,44844.800781,44925.0,44925.0,220900,0.0012760607450064132,0.010120690928222764,0.010120690928222764,1.9577949677785558,-0.012784857306051438
8,2023-07-10,44958.648438,45184.300781,44721.898438,44860.851563,44860.851563,220900,-0.003533005975229986,1.5552733435120203e-05,1.5552733435120203e-05,1.5265501220558253,-0.15194031053254453
9,2023-07-11,44998.0,45139.550781,44663.050781,44745.050781,44745.050781,209000,0.0008752834741967419,-0.006897969139917359,-0.006897969139917359,2.2341070828074225,0.025221141223821977
10,2023-07-12,44872.601563,44937.25,44562.398438,44639.449219,44639.449219,233100,-0.0027867557891462225,-0.006577366268470386,-0.006577366268470386,3.3956936687302637,0.3414763172753373
11,2023-07-13,45009.300781,45085.148438,44612.199219,44665.050781,44665.050781,336800,0.0030463849484652084,-0.0011373584901143152,-0.0011373584901143152,2.4895289684751005,0.10715252204369582
12,2023-07-14,44860.648438,44923.851563,44547.800781,44819.300781,44819.300781,196300,-0.0033027027841043832,-0.00570508562635863,-0.00570508562635863,1.4443867213632275,-0.18671718384495886
13,2023-07-17,44951.199219,45556.449219,44695.050781,45449.75,45449.75,245900,0.0020184902392830217,-0.0001656904568709816,-0.0001656904568709816,2.4757735425935743,0.10553146354524895
14,2023-07-18,45754.800781,45905.851563,45281.300781,45410.851563,45410.851563,307300,0.01787719962897749,0.016818542624116528,0.016818542624116528,2.793476858386255,0.22882097547582647
15,2023-07-19,45622.5,45707.398438,45433.0,45669.300781,45669.300781,261100,-0.002891516928097637,0.01671172187213532,0.01671172187213532,1.0029887011617316,-0.25781635959060273
16,2023-07-20,45689.050781,46256.199219,45640.949219,46186.898438,46186.898438,315200,0.001458727185051245,0.015102434123725583,0.015102434123725583,1.3478593488230763,-0.16763278239622312
17,2023-07-21,46063.949219,46369.5,45925.898438,46075.199219,46075.199219,235600,0.008205432846416283,0.026823080425666168,0.026823080425666168,1.302099828654971,-0.15454286145418578
18,2023-07-24,46131.898438,46191.5,45858.75,45923.050781,45923.050781,225800,0.0014751062414763982,0.026266245161729485,0.026266245161729485,1.7751083190058865,-0.027257656754649254
19,2023-07-25,46154.699219,46156.101563,45622.851563,45845.0,45845.0,228100,0.000494251955198699,0.008740032328281133,0.008740032328281133,1.7250949633429167,-0.07900653230641246
20,2023-07-26,45935.148438,46096.601563,45804.699219,46062.351563,46062.351563,298400,-0.0047568456671823744,0.006852944007890827,0.006852944007890827,1.6096867205506897,-0.1144673986181837
21,2023-07-27,46285.851563,46310.101563,45570.648438,45679.300781,45679.300781,320400,0.007634744567623475,0.013062227640942448,0.013062227640942448,1.8591551318288793,-0.033176383842395574
22,2023-07-28,45560.898438,45727.75,45238.800781,45468.101563,45468.101563,194700,-0.015662521062473345,-0.010920704575466789,-0.010920704575466789,1.9243545201902872,-0.06768561928389613
23,2023-07-31,45546.351563,45694.898438,45359.75,45651.101563,45651.101563,247900,-0.00031928419980120637,-0.012692884854651254,-0.012692884854651254,2.474791922904031,0.07798761778312673
24,2023-08-01,45740.0,45782.75,45471.050781,45592.5,45592.5,175200,0.0042516783530321955,-0.008984983674842906,-0.008984983674842906,1.8826210933966947,-0.07480802833196515
25,2023-08-02,45234.648438,45404.898438,44720.898438,44995.699219,44995.699219,233600,-0.011048350721469258,-0.015249760234158916,-0.015249760234158916,2.8122474208178545,0.16409347986933792
26,2023-08-03,44862.851563,45038.449219,44279.398438,44513.449219,44513.449219,245800,-0.008219294011085232,-0.030743735978653097,-0.030743735978653097,1.7763099306062677,-0.15106687773317024
27,2023-08-04,44754.75,45118.050781,44520.550781,44879.5,44879.5,245200,-0.002409600799632483,-0.017693866136046843,-0.017693866136046843,1.2352330207977311,-0.2696407791937196
28,2023-08-07,44993.699219,45011.351563,44773.851563,44837.5,44837.5,200800,0.005339080633899318,-0.012133844425179952,-0.012133844425179952,2.8379400281533878,0.17785785486890526
